name,status,description,start_date,end_date,requirements,funding,contact,url
Accompagner les mobilités durables urbaines,NA,"L'appel à projet vise à accompagner les mobilités durables urbaines en Bourgogne-Franche-Comté. Les objectifs sont de développer la multimodalité en milieu urbain, de développer les voiries douces et de déployer des stations de stockage et recharge de carburants alternatifs.",NA,NA,"- Développer la multimodalité en milieu urbain afin de réduire l'empreinte carbone et encourager le recours à des moyens de mobilité durable.
- Développer les voiries douces en milieu urbain afin d'encourager le recours à des formes de mobilité durables, de sécuriser la pratique des modes doux, d'assurer une continuité sur l'ensemble du territoire urbain et une connexion avec les zones péri-urbaines et rurales, conformément aux stratégies régionales en la matière.
- Déployer des stations de stockage et recharge de carburants alternatifs aux carburants fossiles, dans l'objectif de réduire l'impact environnemental des déplacements, selon un maillage rationnel et dans une logique d'interopérabilité entre les différents systèmes.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-les-mobilites-durables-urbaines
Accompagner vers un village intelligent et durable (rural),NA,"L'appel à projet vise à accompagner les territoires ruraux vers la création de villages intelligents et durables, en utilisant les technologies numériques pour améliorer les services, préserver les ressources et faciliter le quotidien des habitants. Le projet vise également à soutenir la transformation numérique des territoires.",NA,NA,"The requirements of the project are as follows:
1. Foster the development of smart and sustainable rural territories
2. Improve the quality of services for users
3. Increase the efficiency of services
4. Preserve natural resources
5. Utilize data to achieve these goals
6. Use digital technologies to enhance tourism, mobility, housing, energy, resource economy, and services for residents
7. Support territories in their digital transformation strategies.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-vers-un-village-intelligent-et-durable-rural
"Accompagner vers le tourisme durable, le patrimoine et la culture (rural)",NA,"L'appel à projet vise à soutenir les opérations de préservation, valorisation et développement du tourisme durable, du patrimoine et de la culture rurale en Bourgogne-Franche-Comté. Il vise à renforcer l'attractivité touristique du territoire en valorisant le patrimoine et les équipements culturels, tout en tenant compte des impacts économiques, sociaux et environnementaux.",NA,NA,"- Support any operation related to the preservation or enhancement of heritage sites and cultural facilities, including their creation, development, and renovation.
- Support the development of sustainable tourism, focusing on its economic, social, and environmental impacts.
- Increase tourist attraction by enhancing the heritage and cultural facilities of the region.
- Accelerate the transition towards sustainable tourism.
- The project should be located in the Bourgogne-Franche-Comté region of France.
- Funding will be provided by the European Regional Development Fund (FEDER).
- The project should align with the objectives of promoting tourism, preserving heritage, and enhancing cultural facilities.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-vers-le-tourisme-durable-le-patrimoine-et-la-culture-rural
Accompagner vers un renouvellement urbain en milieu rural.,NA,"Accompagner vers un renouvellement urbain en milieu rural, appel à projet lancé par le Conseil régional de Bourgogne-Franche-Comté et financé par le FEDER (Fonds européen de développement régional). L'objectif est d'optimiser l'espace urbanisé existant en traitant les espaces dégradés ou abandonnés afin de leur redonner un usage ou une destination, ainsi que de renouveler et aménager le tissu bâti et urbanisé pour le rendre plus fonctionnel et adapté aux besoins environnementaux, économiques et tertiaires des populations.",NA,NA,"- Optimisation de l'espace urbanisé existant et limitation de l'extension urbaine
- Traitement des espaces dégradés, délaissés, abandonnés pour leur redonner un usage ou une destination (environnemental, économique, tertiaire, services à la population)
- Renouvellement et aménagement du tissu bâti et urbanisé pour le renouvellement d'usage, de destination et la reconversion d'ensembles fonciers ou immobiliers.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-vers-un-renouvellement-urbain-en-milieu-rural
Soutenir l'effort d'innovation des entreprises.,NA,"L'appel à projet vise à soutenir l'effort de recherche et d'innovation des entreprises en finançant des dépenses directes (personnel, prestations externes, matériels) et indirectes (forfait de 25% des coûts directs). Le projet doit impliquer au moins une PME et peut être réalisé en collaboration avec d'autres entreprises. Les dépenses éligibles sont détaillées dans le texte.",NA,NA,"- The project aims to support the research and innovation efforts of SMEs.
- The project must involve at least one SME.
- Eligible expenses include personnel costs, external services, equipment costs, and project-related supplies and consumables.
- Personnel costs should not exceed an annual gross salary of €100,000 per full-time equivalent (ETP), with the project requiring a minimum of 20% of the employee's working time.
- Indirect expenses are eligible for a flat rate of 25% of the total eligible direct costs, excluding certain specific costs.
- The project is funded by the European Regional Development Fund (FEDER) in the Region of Bourgogne-Franche-Comté.
- More information can be found on the attached file or the website ""Europe en France"", which is co-funded by the European Union.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-leffort-dinnovation-des-entreprises
Accompagner les mobilités durables rurales.,NA,"L'appel à projet vise à accompagner les mobilités durables en milieu rural en développant la multimodalité, les voiries douces et les équipements de recharge en énergie alternative aux carburants fossiles.",NA,NA,"- Developing multimodality/intermodality in rural areas to encourage the use of sustainable modes of transportation and reduce carbon footprint.
- Developing soft infrastructure in rural areas to encourage the use of sustainable modes of transportation, ensure the safety of non-motorized modes of transport, and establish connections with urban and peri-urban areas.
- Deploying infrastructure for recharging or refueling stations (such as stations and charging points) for alternative energy sources to fossil fuels, open to the public, with the aim of reducing the environmental impact of travel and ensuring interoperability between different systems.",NA,Conseil régional de Bourgogne-Franche-Comté,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-les-mobilites-durables-rurales
Reconvertir des stations de moyennes montagnes dans le Massif du Jura,NA,Reconversion des stations de moyennes montagnes dans le Massif du Jura pour développer une offre touristique durable toute l'année valorisant le patrimoine naturel.,NA,NA,"- Diversification de l'activité touristique
- Reconversion des stations de moyenne montagne
- Désaisonnalisation de l'offre de produits touristiques
- Développement d'une offre d'activités touristiques et de loisirs durables
- Accessibilité toute l'année
- Valorisation du patrimoine naturel
- Maintien d'une offre touristique durable toutes saisons",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/reconvertir-des-stations-de-moyennes-montagnes-dans-le-massif-du-jura
Préserver et valoriser le patrimoine naturel et culturel dans le Massif du Jura,NA,"Cet appel à projet vise à préserver et valoriser le patrimoine naturel et culturel dans le Massif du Jura, en développant une offre d'activités touristiques et culturelles durables, accessible toute l'année. La zone du Massif du Jura s'étend sur deux régions françaises, Auvergne Rhône-Alpes et Bourgogne Franche-Comté, et quatre départements.",NA,NA,"- The project aims to preserve and enhance the natural and cultural heritage in the Jura Mountains.
- The objective is to develop sustainable tourism activities and cultural activities that can be accessed year-round and that showcase the natural heritage of the region.
- The project should contribute to the diversification of the local economy and the revitalization of the tourism industry.
- The project should address the impact of climate change on the natural heritage of the Jura Mountains.
- The project should focus on the region of Bourgogne-Franche-Comté in France.
- The project should be supported by the European Regional Development Fund (ERDF).
- The Jura Mountains region includes 902 municipalities and spans across two French regions and four departments.",NA,Conseil régional de Bourgogne-Franche-Comté,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/preserver-et-valoriser-le-patrimoine-naturel-et-culturel-dans-le-massif-du-jura
Accompagner le développement d'infrastructures vertes (urbain),NA,"Le projet vise à accompagner le développement d'infrastructures vertes dans les zones urbaines afin de lutter contre les effets du changement climatique, la perte de biodiversité et les îlots de chaleur. Il s'agit de mettre en place des actions cohérentes pour un développement durable du territoire urbain. Les investissements seront axés sur la préservation de la biodiversité, la désimperméabilisation des sols et la réduction des pollutions.",NA,NA,"- Le projet doit accompagner le développement d'infrastructures vertes dans les zones urbaines.
- Le projet doit contribuer à la préservation de la biodiversité en milieu urbain.
- Le projet doit améliorer la régulation du climat en ville, notamment en traitant des îlots de chaleur.
- Le projet doit viser la désimperméabilisation des sols et la réduction des pollutions.",NA,Conseil régional de Bourgogne-Franche-Comté,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accompagner-le-developpement-dinfrastructures-vertes-urbain
Promouvoir l'adaptation au changement climatique,NA,"Ce dispositif vise à renforcer l'adaptation au changement climatique, la prévention des risques et la résilience face aux catastrophes, en prenant en compte les approches basées sur la nature.",NA,NA,"- Renforcer l'adaptation au changement climatique
- Prévention des risques et résilience face aux catastrophes
- Approches basées sur la nature
- Sauvegarder le patrimoine naturel de la zone de coopération
- Source de développement",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-ladaptation-au-changement-climatique
Promouvoir la culture et le tourisme durable.,NA,L'appel à projet vise à promouvoir la culture et le tourisme durable en Bourgogne-Franche-Comté avec le soutien du FEDER.,NA,NA,"- The project should promote culture and sustainable tourism.
- It should be submitted to the Bourgogne-Franche-Comté Regional Council.
- The project should be related to the tourism sector.
- The funding is provided through the European Regional Development Fund (FEDER).
- The project should align with the priorities of the Interreg France-Switzerland 2021-2027 program, which focuses on supporting the tourism and culture sectors.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-la-culture-et-le-tourisme-durable
"""Promouvoir l'accès et la gestion durable de l'eau""",NA,"L'appel à projet vise à promouvoir l'accès et la gestion durable de l'eau dans la région Bourgogne-Franche-Comté, dans le cadre du programme Interreg France-Suisse 2021-2027. Cette initiative s'inscrit dans la priorité 1 du programme, qui consiste à atteindre la neutralité carbone et à favoriser la transition écologique.",NA,NA,"- Promote access to and sustainable management of water
- Prioritize cooperation on carbon neutrality and ecological transition
- Target the Bourgogne-Franche-Comté region
- Funding from the European Regional Development Fund (FEDER)
- Align with the Interreg France-Switzerland 2021-2027 program",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-lacces-et-la-gestion-durable-de-leau
Promouvoir le développement des énergies renouvelables,NA,"L'appel à projet vise à promouvoir le développement des énergies renouvelables dans la région Bourgogne-Franche-Comté, en partenariat avec l'Union européenne.",NA,NA,"- The project must promote the development of renewable energies.
- It is proposed under the priority 1 of the Interreg France-Switzerland 2021-2027 program, which aims to place the cooperation region on a trajectory of carbon neutrality and ecological transition.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-le-developpement-des-energies-renouvelables
Améliorer la gouvernance de la coopération franco-suisse.,NA,"Cet appel à projet vise à améliorer la gouvernance de la coopération franco-suisse dans le cadre du programme Interreg France-Suisse 2021-2027, en réduisant les obstacles à la frontière franco-suisse.",NA,NA,"- The project aims to improve the governance of Franco-Swiss cooperation.
- The project is funded by the European Regional Development Fund (ERDF).
- The project is part of the Interreg France-Switzerland 2021-2027 program.
- The objective of the program is to reduce obstacles at the Franco-Swiss border.
- The project is open to organizations in the Bourgogne-Franche-Comté region.
- The project requires submitting a proposal through the designated website.
- The project is focused on improving cooperation between France and Switzerland.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/ameliorer-la-gouvernance-de-la-cooperation-franco-suisse
Promouvoir une mobilité durable,NA,"L'appel à projet vise à promouvoir une mobilité durable dans la région Bourgogne-Franche-Comté, en soutenant des initiatives qui favorisent des déplacements plus durables et multimodaux. Il est proposé dans le cadre du programme Interreg France-Suisse 2021-2027 et est financé par le Fonds européen de développement régional (FEDER).",NA,NA,"- Le projet doit se focaliser sur la promotion de la mobilité durable.
- Le projet doit être réalisé dans la région Bourgogne-Franche-Comté.
- Le projet doit être financé par le FEDER - Fonds européen de développement régional.
- Le projet doit contribuer à l'émergence de mobilités plus durables et multimodales.
- Le projet doit être en accord avec la priorité 3 du programme Interreg France-Suisse 2021-2027.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-une-mobilite-durable
"Promuvoir la biodiversité, les infrastructures vertes et la réduction des pollutions",NA,"Le projet vise à promouvoir la biodiversité, les infrastructures vertes et la réduction des pollutions dans la région Bourgogne-Franche-Comté. Il est proposé dans le cadre du programme Interreg France-Suisse 2021-2027 afin de favoriser une transition écologique et une trajectoire de neutralité carbone.",NA,NA,"- Promote biodiversity, green infrastructure, and pollution reduction
- Focus on the transition to carbon neutrality and ecological transition
- Target the region of Bourgogne-Franche-Comté
- Funding provided by the European Regional Development Fund (ERDF) through the Interreg France-Switzerland 2021-2027 program",NA,Conseil régional de Bourgogne-Franche-Comté.,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promuvoir-la-biodiversite-les-infrastructures-vertes-et-la-reduction-des-pollutions
Développer les usages numériques,NA,"L'appel à projet vise à développer les usages numériques dans la région Bourgogne-Franche-Comté avec le soutien du Fonds européen de développement régional (FEDER). Il s'inscrit dans la priorité 2 du programme Interreg France-Suisse 2021-2027 qui vise à promouvoir une économie plus innovante, compétitive et attractive sur le plan social, environnemental et technologique pour le territoire. La description complète du projet peut être consultée sur le site internet ""Aides Territoires"".",NA,NA,"Développement des usages numériques dans la région Bourgogne-Franche-Comté
Cofinancement par le FEDER
Priorité : développement d'une économie innovante et compétitive sur le plan social, environnemental et technologique
Programme Interreg France-Suisse 2021-2027",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-les-usages-numeriques
"Promouvoir la recherche, l'innovation et l'utilisation des technologies de pointe",NA,"Le Conseil régional de Bourgogne-Franche-Comté lance un appel à projet dans le cadre du programme Interreg France-Suisse 2021-2027 pour promouvoir la recherche, l'innovation et l'utilisation des technologies de pointe. Cette aide vise à développer une économie plus innovante, compétitive et attractive du point de vue social, environnemental et technologique pour le territoire.",NA,NA,"- Promote research, innovation, and the use of advanced technologies.
- Priority on developing a more innovative and competitive economy, socially, environmentally, and technologically.
- Targeted region: Bourgogne-Franche-Comté.
- Funding from the European Regional Development Fund (FEDER).
- Project falls under the Interreg France-Switzerland 2021-2027 program.
- Project must align with the thematic focus on innovation.
- More information can be found in the attached files.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-la-recherche-linnovation-et-lutilisation-des-technologies-de-pointe
Gal Nord-Grande Terre,open,"Appel à projet permettant de soutenir le développement durable du territoire, axé sur le tourisme et l'innovation. Il est porté par la CANGT et mis en place par le GAL NGT, qui soutient les opérations du NGT pour assurer le développement durable en s'appuyant sur son authenticité.",NA,15 December 2023,"- Le projet doit contribuer au développement durable du territoire.
- Le projet doit s'appuyer sur l'authenticité du territoire.
- Le projet doit relever de la thématique du tourisme ou de l'innovation.
- Le projet doit être financé par le FEADER (Fonds européen agricole pour le développement rural).
- Le projet doit être soumis avant le 15 décembre 2023.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-le-developpement-durable-du-territoire
Lutter contre l'érosion de la biodiversité et la dégradation des écosystèmes du Massif des Alpes.,open,"L'appel à projet vise à lutter contre l'érosion de la biodiversité et la dégradation des écosystèmes du Massif des Alpes. Les objectifs sont de partager des connaissances approfondies sur la biodiversité et les écosystèmes alpins, de préserver et restaurer les espèces, les milieux et les continuités écologiques. Des actions et des travaux seront réalisés pour favoriser la protection et la conservation de la biodiversité dans les politiques sectorielles menées en montagne. L'objectif est également de réduire les déséquilibres en ce qui concerne la qualité de l'environnement et des ressources.",NA,12 July 2024,"- Develop knowledge and understanding of biodiversity and alpine ecosystems in the context of global changes.
- Harmonize observation protocols and databases throughout the transalpine, regional, and national territories.
- Have relevant and structured knowledge about biodiversity, alpine ecosystems, their vulnerabilities, threats related to human activities and climate change, and associated resilience factors.
- Strengthen capacities in analysis and prospective methods for the protection, conservation, and management of natural heritage.
- Experiment and replicate virtuous practices for biodiversity and ecosystems, with a focus on reconciling different uses.
- Preserve and restore species, habitats, and ecological continuities, with a specific focus on the major challenges of the Alpine Massif.
- Maintain and create favorable conditions for the good state and functionality of ecosystems, including functional ecological networks.
- Integrate biodiversity as a cross-cutting issue in mountain policies by showcasing successful actions.
- Stimulate innovative solutions and their replicability to reduce human pressures and their impacts.
- Address environmental quality imbalances within the Alpine region, including pollution of water, soil, air, and resources.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/lutter-contre-lerosion-de-la-biodiversite-et-la-degradation-des-ecosystemes-du
Programme LEADER du Grand Beauvaisis,NA,Le programme LEADER du Grand Beauvaisis est un programme européen visant à soutenir le développement des zones rurales. Il met l'accent sur le tourisme et le développement d'activités économiques locales. Les porteurs de projets doivent s'inscrire dans l'une des six fiches-actions du programme pour pouvoir prétendre à une subvention LEADER.,NA,NA,"- Support local initiatives that promote the development of the territory
- Focus on tourism and economic activities (local development, short supply chains, network animation)
- Projects must align with the 6 action sheets of the local development strategy
- Applicants must be within the Grand Beauvaisis territory
- Funding is available through the LEADER program",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/programme-leader-du-grand-beauvaisis
Valoriser les ressources patrimoniales et culturelles locales du Comminges,NA,"Cet appel à projet vise à valoriser les ressources patrimoniales et culturelles du Pays Comminges Pyrénées. Les objectifs sont de renforcer l'attractivité du territoire en mettant en avant son identité, de développer l'offre culturelle et artistique, de valoriser le patrimoine bâti historique, de promouvoir l'artisanat et les savoir-faire locaux, et de favoriser les échanges et la coopération entre les acteurs du territoire. Différentes opérations sont prévues, telles que le soutien à la programmation culturelle, la réhabilitation du patrimoine bâti, et la conception d'outils de promotion du patrimoine.",NA,NA,"- Valoriser les ressources patrimoniales et culturelles locales du Comminges
- Fédérer autour de l'identité Comminges Pyrénées pour renforcer l'attractivité du territoire
- Conforter l'offre culturelle et la création artistique, améliorer sa diffusion sur le territoire
- Renforcer une offre culturelle vectrice d'attractivité
- Qualifier et valoriser le patrimoine bâti
- Promouvoir l'artisanat et les savoir-faire locaux
- Développer les échanges entre acteurs du territoire pour construire des projets collectifs et renforcer la coordination et la coopération à l'échelle du Pays
- Soutien à la programmation culturelle d'envergure (évènements, forum, lieux de spectacle vivant)
- Soutien aux résidences de création et/ou inscrites dans une démarche de diffusion territoriale
- Production de supports de diffusion de l'offre culturelle, élaborés dans des démarches collectives voire consolidées à l'échelle du territoire (notamment via une plateforme numérique)
- Réhabilitation du patrimoine bâti historique et culturel et/ou de caractère (opérations inscrites dans une démarche de valorisation du patrimoine)
- Conception d'outils de promotion du patrimoine : accompagnement des acteurs en termes d'appui stratégique et organisationnel, animation, communication, événements et équipements dédiés à la promotion et à la médiation",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/valoriser-les-ressources-patrimoniales-et-culturelles-locales-du-comminges
Renforcer l’innovation et dynamiser l’attractivité économique,NA,"L'appel à projet vise à renforcer l'innovation et dynamiser l'attractivité économique dans le Comminges Pyrénées, en particulier dans le domaine de l'économie sociale et solidaire. Les objectifs stratégiques sont : fédérer autour de l'identité Comminges Pyrénées, soutenir les projets innovants, dynamiser l'emploi local, développer l'économie sociale et solidaire, favoriser l'installation d'entreprises innovantes et renforcer la coordination et la coopération entre acteurs du territoire. Les opérations concernent le développement de nouvelles méthodes de travail, l'aménagement des espaces de travail existants, la communication et la promotion des projets d'économie sociale et solidaire.",NA,NA,"- Renforcer l'attractivité économique du territoire
- Encourager des démarches innovantes et expérimentales
- Soutenir les projets innovants
- Dynamiser et qualifier l'emploi local
- Développer les dynamiques de l'économie sociale et solidaire
- Favoriser l'installation ou le développement d'entreprises et activités innovantes
- Développer les échanges entre acteurs du territoire pour construire des projets collectifs et renforcer la coordination et la coopération à l'échelle du Pays
- Soutenir le développement de nouvelles méthodes de travail liées aux technologies de l'information et de la communication (TIC) et aux formes d'organisation du travail
- Aménager et équiper les espaces de travail existants, notamment dans le domaine des TIC
- Promouvoir et soutenir les projets d'économie sociale et solidaire visant à consolider ou développer de nouvelles activités en matière d'emplois et de services, notamment l'accompagnement vers l'emploi et la création/reprise d'entreprise.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/renforcer-linnovation-et-dynamiser-lattractivite-economique
Développer la qualification et la diversification de l’offre touristique,NA,"The project aims to develop and diversify the tourism offer in the Comminges Pyrénées region. It focuses on enhancing the quality of the tourism offer, professionalizing the actors involved, promoting the territory, and creating a market based on the identity of the region. The project seeks to federate around the Comminges Pyrénées identity to increase the attractiveness of the territory. It aims to develop a year-round tourism offer, improve the qualifications and complementarity of the tourism offer, support the professional development of professionals, strengthen coordination and cooperation among stakeholders, improve the quality of visitor information and hospitality, convert passing visitors into short-stay customers, retain and attract new tourist markets, and invest in innovative and sustainable development actions. The operations of the project include the creation and promotion of tourist products, the promotion and communication of the destination, and the improvement and development of tourist facilities and services.",NA,NA,"- Develop a 4-season tourist offer
- Qualify and diversify the tourist offer
- Promote the territory and market an offer based on the territory's identity
- Coordinate and value local potential
- Federate around the identity of Comminges Pyrénées to strengthen the attractiveness of the territory
- Develop the qualification and complementarity of the tourist offer (accommodation/restaurants/activities)
- Support the upgrading of professionals
- Develop exchanges between stakeholders to build collective projects and strengthen coordination and cooperation at the regional level
- Strengthen animation, advisory, and research capacities in favor of tourism
- Improve the quality of reception and information to the public, including through the development of digital tools
- Convert passing customers to short-stay customers
- Retain tourist customers and prospect new emerging markets
- Develop investment for innovative actions in a sustainable development logic
- Design, create, and market tourist products that enhance a site/theme representing a major asset for the territory
- Conduct promotional and communication operations for the Comminges Pyrénées destination, including events and digital animation of the territory
- Support the development and improvement of tourist facilities and associated services to enhance the tourist offer and improve the quality of services
- Renovate and qualify tourist accommodations and restaurants
- Create and renovate equipment, sites, and discovery and leisure activities in the fields of nature tourism and heritage that align with the tourism development strategy of Comminges Pyrénées",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-la-qualification-et-la-diversification-de-loffre-touristique
Développer l’emploi local et dynamiser l’économie en milieu rural.,NA,"L'appel à projet vise à développer l'emploi local et dynamiser l'économie en milieu rural. Le projet a pour objectif de maintenir et consolider le tissu local d'entreprises et d'emplois, dynamiser, qualifier et consolider l'emploi local, qualifier l'offre d'accueil économique du territoire, et soutenir le commerce et l'artisanat locaux. Les opérations prévues incluent le soutien à la qualification des zones d'activités économiques, la création, modernisation et développement de commerces de proximité et d'activités artisanales, les opérations visant à consolider ou développer de nouvelles activités en faveur de l'artisanat et du commerce de proximité, et l'aménagement des espaces publics dans une démarche de requalification des centres-bourgs, des entrées de bourgs et de mobilité douce.",NA,NA,"- Maintaining and consolidating local businesses and jobs
- Energizing, qualifying, and consolidating local employment
- Enhancing the economic attractiveness of the territory
- Supporting local commerce and crafts
- Improving the quality of life in rural areas
- Qualifying and developing economic reception opportunities in the territory
- Supporting the modernization of small businesses and crafts in rural municipalities
- Consolidating and developing new activities (jobs and services) for crafts and local commerce
- Redevelopment and requalification of town centers, entrance areas, and soft mobility spaces in a sustainable approach",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-lemploi-local-et-dynamiser-leconomie-en-milieu-rural
Favoriser le maintien et la création de services et équipements de proximité,NA,"L'appel à projet vise à favoriser le maintien et la création de services et équipements de proximité dans la région du Comminges Pyrénées. Les objectifs sont d'aménager l'espace rural de façon équilibrée, d'optimiser la qualité de vie des habitants, de maintenir et développer une offre de services de proximité et de renforcer le réseau associatif local. Les opérations concernent la création, l'aménagement et la réhabilitation de structures d'accueil de la petite enfance, de la jeunesse, des populations âgées et dépendantes, ainsi que des structures contribuant au maintien de l'offre de services de proximité. Des opérations d'animation, de communication et événementielles sont également prévues, ainsi que des aménagements de bâtiments publics offrant les services de base à la population.",NA,NA,"- Maintain and develop a range of local services throughout the territory
- Support innovations that ensure the maintenance of service offerings
- Promote collaboration and cooperation between local stakeholders
- Strengthen employment in the service sector
- Strengthen the local associative network contributing to the service offerings
- Create, develop, and rehabilitate structures for childcare, youth, and after-school care
- Create, develop, and rehabilitate structures for the elderly and dependent populations
- Create, develop, and rehabilitate structures that contribute to the maintenance and strengthening of local services, such as public service houses and rural family houses
- Organize events and communication activities to raise awareness and inform about assistance to individuals and social inclusion
- Create, develop, and rehabilitate public buildings that provide basic services to the population or shared facilities
- Provide support and guidance to local communities in implementing sustainable urban planning policies.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/favoriser-le-maintien-et-la-creation-de-services-et-equipements-de-proximite
Adapter l’offre de soins aux besoins actuels et futurs,NA,"L'appel à projet vise à adapter l'offre de soins aux besoins actuels et futurs en développant de nouvelles structures de services médicaux, consolidant l'emploi dans le domaine de la santé, coordonnant et promouvant les services d'aide à domicile et de soins infirmiers, favorisant la coopération en matière de santé et encourageant l'innovation dans l'offre de soins. Les opérations prévues comprennent la création de maisons de santé pluridisciplinaires, l'accompagnement des acteurs de la santé pour favoriser l'installation des personnels de santé et améliorer la coordination des services, ainsi que des actions d'animation et de promotion auprès des professionnels de santé. Des outils numériques mutualisés et collaboratifs seront également développés.",NA,NA,"- Aménager l'espace rural de façon équilibrée
- Optimiser la qualité de vie des habitants
- Développer de nouvelles structures de services médicaux adaptées aux besoins
- Consolider l'emploi dans le domaine de la santé en facilitant l'installation des professionnels sur l'ensemble du territoire
- Coordonner et promouvoir les services d'aide à domicile et de soins infirmiers à l'échelle du territoire
- Favoriser la coopération en matière de santé à l'échelle du Pays et avec les territoires limitrophes
- Encourager l'innovation dans l'offre de soins
- Renforcer le réseau associatif local contribuant à l'offre de service
- Création, aménagement et équipement de maisons de santé pluridisciplinaires ou maisons médicales
- Accompagnement des acteurs de la santé pour favoriser l'installation des personnels de santé et améliorer la coordination des services entre établissements, institutions et professionnels de santé libéraux
- Actions d'animation et de promotion auprès des professionnels de santé pour contribuer au maintien et renforcement de l'offre de services de proximité sur le territoire
- Soutien au développement des e-services pour moderniser ou proposer des services aux professionnels de la santé et de l'aide à domicile (conception de plateforme de services, création d'outils numériques mutualisés et collaboratifs)",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/adapter-loffre-de-soins-aux-besoins-actuels-et-futurs
Promouvoir une agriculture locale pérenne et diversifiée,NA,"Promoting sustainable and diversified local agriculture in the Comminges Pyrénées region with the aim of developing and promoting high-quality and diverse agricultural products, supporting local farmers, and enhancing the attractiveness of the territory. Objectives include developing local food circuits, promoting quality and origin certifications, supporting agricultural diversification, and protecting the environment.",NA,NA,"- Promote sustainable and diversified local agriculture in the Comminges region.
- Highlight the quality of agricultural products and skills.
- Provide opportunities and markets for local farmers.
- Develop and support short food supply chains.
- Promote and support products with official quality and origin labels.
- Promote and market local agricultural products to residents and tourists.
- Support the diversification of agricultural activities.
- Facilitate collaboration and coordination among stakeholders in the region.
- Support agricultural practices that protect the landscape and environment.
- Support and promote mountain agriculture.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-une-agriculture-locale-perenne-et-diversifiee
Faire des ressources naturelles un levier de développement local,NA,"Le projet vise à valoriser les ressources naturelles du territoire du Comminges Pyrénées et à en faire des leviers de développement local. Cela comprend la valorisation de la filière forêt-bois, du sous-sol, de l'eau, ainsi que la promotion de l'artisanat et des savoir-faire locaux. L'objectif est de renforcer l'attractivité du territoire et de garantir une gestion durable des ressources. Des opérations d'accompagnement, de communication, de promotion et d'élaboration d'outils de promotion seront mises en place.",NA,NA,"- Développer les ressources locales de qualité
- Fédérer autour de l'identité Comminges Pyrénées pour renforcer l'attractivité du territoire
- Améliorer la valorisation et les retombées économiques de l'utilisation des ressources naturelles
- Développer les échanges entre acteurs du territoire pour construire des projets collectifs et renforcer la coordination et la coopération à l'échelle du Pays
- Promouvoir l'artisanat et les savoir-faire locaux
- Assurer une gestion durable des ressources
- Accompagnement des acteurs en termes d'appui stratégique et organisationnel dans la filière forêt-bois
- Opérations d'animation, de communication et de promotion visant à valoriser la filière forêt-bois
- Elaboration d'outils de promotion pour la valorisation économique des ressources naturelles locales et des savoir-faire locaux par l'aide à la création, modernisation et développement d'activités artisanales.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/faire-des-ressources-naturelles-un-levier-de-developpement-local
