name,status,description,start_date,end_date,requirements,funding,contact,url
"The project name is ""Effective and efficient management of the Technical Assistance Program.""",NA,"The project aims to effectively and efficiently manage the Technical Assistance Program for the EU funds in Bulgaria from 2014 to 2020. It focuses on maintaining high levels of competence and commitment of employees, improving road accident processes, promoting the strategic use of technical assistance, and increasing visibility and communication of program opportunities and results. The project is funded by the EEA and Norwegian financial mechanisms.",NA,NA,"- maintaining high levels of competence, motivation, and commitment of employees in the Governing Body
- improving the processes of planning, implementation, monitoring, assessment, and control of road accidents
- maintaining an active network of technical assistance officers and promoting the strategic use of technical assistance in all programs
- increasing the visibility, transparency, and communication of the opportunities and results achieved under the technical assistance program",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/069e13ab-664f-489e-864b-4cd9fca861f2
"The name of the project is ""School STEM environment"".",NA,The project is aimed at providing physical environment and technical equipment for STEM spaces in school education to promote educational innovations and increase student interest in science and scientific research.,NA,NA,"1. Provide physical environment and technical equipment and furnishing of STEM spaces in school education
2. Create an integrated learning environment that encourages and supports educational innovations in learning and teaching in the field of STEM
3. Increase students' interest in science and scientific research
4. Submit application by the deadline of 19.10.2023 17:30
5. Access and download the necessary documents for information and application
6. Follow the guidelines and conditions for execution of the procedure
7. Submit any necessary clarification requests through the Questions and Answers section
8. Be evaluated according to complex evaluation criteria",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/013a2101-3d28-45b6-95e1-f44539b2a604
Construction of campuses,NA,The project aims to improve the urban environment for students by turning campuses into modern residential complexes. It is funded by the technical assistance fund and financed by the financial mechanism of the EEA and the Norwegian financial mechanism.,NA,NA,"- The aim of the procedure is to increase the quality of the urban environment for students, academic staff, and researchers by constructing modern residential complexes.
- The application deadline is 05.03.2024 17:30.
- The procedure has three deadline extensions: 31.10.2023, 02.01.2024, and 05.03.2024.
- The procedure is open to specific end recipients.
- The procedure documents, including invitation, application, information, execution conditions, evaluation tables, and more, can be found on the website http://opnoir.bg.
- The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/154eecc4-d64b-4a51-b5b3-22d2bf82ee76
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Improved scientific capacity in the organization
- Strengthening the organization's international scientific activity
- Increasing the reputation, international profile, and attractiveness of the organization and the research team
- Strengthening the capacity for project management and increasing the skills of the administrative staff in the implementation of European projects
- Implementation of good practices, increasing the internal and external mobility of researchers",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/01c5c475-b242-43cd-a3da-872e29dad873
Support for innovative SMEs that have received Seal of Excellence,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism.",NA,NA,"- Support for innovative SMEs that have received Seal of Excellence
- Application time limits: Start date, Deadline
- Documents for information and application: Modified invitation, Terms and conditions, Order for modification, Questions and answers, Evaluation tables
- Electronic reporting of beneficiaries via UMIS 2020
- Information about the implementation and progress of operational programs with UMIS 2020
- Normative documents for the period 2014-2020
- EU structural Funds in Bulgaria
- European Commission portal
- EUMIS 2007-2013
- Glossary of terms and abbreviations in the system
- Guide to working with the system
- Accessibility Policy on the site
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/07ef6a33-8331-4865-8692-4649c28847a9
AttractInvestBG,NA,"The project is an information system for the management and monitoring of EU funds in Bulgaria 2020. It aims to provide support for the development of industrial districts, parks, and similar territories, as well as attracting investments. The system allows users to access procedural documents, submit applications, and receive feedback. The deadline for the current open call is November 2, 2023. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The purpose of the procedure is to stimulate economic growth, create new jobs, and increase export capacity by creating favorable conditions for investors in industrial parks/zones.
- Start: 03.06.2023 09:00
- Deadline: 02.11.2023 17:00
- Internet address for application: https://www.mig.government.bg/naczionalen-plan-za-vazstanovyavane-i-ustojchivost/programa-za-publichna-podkrepa-za-razvitieto-na-industrialni-rajoni-parkove-i-podobni-teritorii-i-za-privlichane-na-investiczii-attractinvestbg/
- Documents required for information and application:
  - Order approving the application conditions, execution conditions, and attached documents
  - Application conditions, execution conditions, and attached documents
  - Public discussion table
  - Evaluation tables
  - Evaluation of administrative compliance and eligibility
  - Technical and financial evaluation",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/bf7b47cb-1233-48e1-afc5-0f8d97c91a25
Support for the transition to a circular economy in enterprises,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The purpose of the procedure is to contribute to the transition to a circular economy.
- Grants will be provided to enterprises from the production sector.
- Enterprises must introduce circular models for use of resources.
- Enterprises must implement climate-neutral methods and technologies for production and consumption of products.
- The application deadline is October 3, 2023, at 16:30.
- Applicants can find all the necessary documents on the internet address provided.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/8010747a-1dd9-4f40-ba29-6b09870ac0e4
Support for Sustainable Energy Renovation of the Residential Building Fund - Stage II,NA,"The project aims to provide funds for the sustainable energy renovation of the national building stock of residential buildings in Bulgaria. The specific objectives include improving energy efficiency, achieving a minimum energy consumption class, stimulating energy savings, promoting resource efficiency and sustainable construction processes, reducing energy poverty, and improving the quality of life through technological renewal and modernization. The application deadline is January 16, 2024, and more information and documents can be found on the Ministry of Education and Culture's website.",NA,NA,"- Improving the energy characteristics of the national building stock of residential buildings
- Achieving a minimum ""B"" energy consumption class after implementing energy-saving measures in residential buildings
- Stimulating a minimum of 30% primary energy savings for renovated residential buildings
- Resource efficiency, economic expediency, decarbonization through RES, sustainable construction process
- Reducing energy poverty by reducing energy costs
- Improving the conditions and quality of life of the population in the country through technological renewal and modernization of the building stock",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/fbf34c6a-8f67-4d16-9019-3bd43c71b70f
Support for renewable energy for households - Call 1,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Increase the use of renewable energy in final energy consumption in the household sector
- Financing the purchase of new 'best in class' solar systems for domestic hot water and photovoltaic systems
- Application start time: 09.05.2023 11:00
- Application deadline: 10.11.2023 17:00
- Internet address for application: https://www.me.government.bg/
- Required documents: Guidelines for application, Questions and answers, Evaluation tables, Complex evaluation
- Electronic reporting of beneficiaries via UMIS 2020
- Information about the implementation and progress of operational programs with UMIS 2020
- Normative documents for the period 2014-2020
- EU structural Funds in Bulgaria
- European Commission portal
- EUMIS 2007-2013
- Glossary of terms and abbreviations in the system
- Guide to working with the system
- Accessibility Policy on the site
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/d5358ff6-70f3-49ba-96f1-ce8790300fb2
"The name of the project is ""INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING OF EU FUNDS IN BULGARIA 2020"".",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Start: 25.05.2023 10:00
- Deadline: 02.10.2023 19:00
- Internet address: https://mrrb.government.bg
- Documents for information and application
- Заповед на Ръководителя на СНД (Order of the Head of the Managing Authority)
- Насоки за кандидатстване (Guidelines for application)
- Документи за кандидатстване (за попълване) (Documents for application (to be filled out))
- Документи за информация (за изпълнение) (Documents for information (for implementation))
- Таблица за отразяване на възражения и предложения по проекта на насоки (Table reflecting objections and suggestions for the draft guidelines)
- Покана за кандидатстване по процедурата (Invitation to apply for the procedure)
- Насоки за кандидатстване- изменение срок за кандидатстване (Guidelines for application - amendment of application deadline)
- Заповед за изменение на Насоки за кандидатстване (Order to amend the Guidelines for application)
- Questions and answers
- Evaluation tables
- Complex evaluation
- Electronic reporting of beneficiaries via UMIS 2020
- Information about the implementation and progress of operational programs with UMIS 2020
- Normative documents for the period 2014 - 2020
- EU structural Funds in Bulgaria
- European Commission portal
- EUMIS 2007 - 2013
- Glossary of terms and abbreviations in the system
- Guide to working with the system
- Accessibility Policy on the site
- About the system
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/f21909a3-ca1f-4fbf-8cc5-bf1e19de6286
Implementation of the European Train Control System (ERTMS) of on-board equipment of zero-emission electric locomotives and zero-emission electric multiple unit trains operating on the conventional railway network of the Republic of Bulgaria,NA,The main objective of the project is to equip the on-board part of the zero-emission electric locomotives and zero-emission electric multiple units with the European Rail Traffic Management System (ERTMS) - the European Train Control System (ETCS) - a single European digital signalling and speed control system that ensures the interoperability of national railway systems.,NA,NA,"- The project is seeking to implement the European Train Control System (ERTMS) on zero-emission electric locomotives and multiple unit trains in Bulgaria.
- The project aims to equip 108 electric locomotives and multiple unit trains with on-board ETCS equipment.
- The application deadline is September 21, 2023.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/202503f4-b99c-486a-98f6-5420758acca6
